message,timestamp
"src/services/analysis-websocket.ts(100,9): error TS1308: 'await' expressions are only allowed within async functions and at the top levels of modules.
",2025-12-05T16:29:15.820696009Z
"src/services/analysis-websocket.ts(104,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(109,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820726526Z
"src/services/analysis-websocket.ts(131,16): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(139,52): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(142,14): error TS2339: Property 'join' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(145,54): error TS2339: Property 'getJobStatus' does not exist on type 'EnhancedLLMAnalysisWorker'.
src/services/analysis-websocket.ts(146,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(155,18): error TS2304: Cannot find name 'desc'.
src/services/analysis-websocket.ts(158,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(167,26): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(172,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(185,35): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(192,12): error TS2339: Property 'leave' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820894833Z
"src/services/analysis-websocket.ts(197,24): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820905865Z
"src/services/analysis-websocket.ts(217,16): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820910493Z
"src/services/analysis-websocket.ts(222,14): error TS2339: Property 'join' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(227,18): error TS2304: Cannot find name 'desc'.
",2025-12-05T16:29:15.820942741Z
"src/services/analysis-websocket.ts(230,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(244,18): error TS2304: Cannot find name 'desc'.
",2025-12-05T16:29:15.821007318Z
"src/services/analysis-websocket.ts(247,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821012865Z
"src/services/analysis-websocket.ts(256,26): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821051186Z
"src/services/analysis-websocket.ts(265,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(276,12): error TS2339: Property 'leave' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(281,24): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821095419Z
"src/services/analysis-websocket.ts(300,58): error TS2339: Property 'getJobStatus' does not exist on type 'EnhancedLLMAnalysisWorker'.
",2025-12-05T16:29:15.821125316Z
"src/services/analysis-websocket.ts(301,18): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821132344Z
"src/services/analysis-websocket.ts(321,22): error TS2304: Cannot find name 'desc'.
src/services/analysis-websocket.ts(331,22): error TS2304: Cannot find name 'desc'.
src/services/analysis-websocket.ts(334,18): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821192483Z
"src/services/analysis-websocket.ts(349,14): error TS2339: Property 'emit' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821210955Z
"src/services/analysis-websocket.ts(359,24): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(364,35): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.821258319Z
"src/services/analysis-websocket.ts(401,56): error TS2339: Property 'getJobStatus' does not exist on type 'EnhancedLLMAnalysisWorker'.
",2025-12-05T16:29:15.821264234Z
"src/services/analysis-websocket.ts(416,22): error TS2304: Cannot find name 'desc'.
",2025-12-05T16:29:15.821289537Z
"src/services/anonymization.ts(267,36): error TS2339: Property 'anonymizedText' does not exist on type 'Promise<AnonymizationResult>'.
src/services/anonymization.ts(573,28): error TS2345: Argument of type 'Promise<AnonymizationResult>' is not assignable to parameter of type 'string'.
",2025-12-05T16:29:15.821317997Z
"src/services/anonymization.ts(574,25): error TS2345: Argument of type 'Promise<AnonymizationResult>' is not assignable to parameter of type 'string'.
",2025-12-05T16:29:15.821344218Z
"src/services/anonymization.ts(576,23): error TS2345: Argument of type 'Promise<AnonymizationResult>' is not assignable to parameter of type 'string'.
",2025-12-05T16:29:15.821361355Z
"src/services/anonymization.ts(576,39): error TS2345: Argument of type 'Promise<AnonymizationResult>' is not assignable to parameter of type 'string'.
",2025-12-05T16:29:15.821382247Z
"src/services/anonymization.ts(607,7): error TS2322: Type 'string[]' is not assignable to type 'Promise<AnonymizationResult>[]'.
  Type 'string' is not assignable to type 'Promise<AnonymizationResult>'.
",2025-12-05T16:29:15.821407507Z
"src/services/anonymization.ts(607,64): error TS2345: Argument of type 'Promise<AnonymizationResult>[]' is not assignable to parameter of type 'string[]'.
  Type 'Promise<AnonymizationResult>' is not assignable to type 'string'.
",2025-12-05T16:29:15.821422546Z
"src/services/anonymization.ts(611,48): error TS2345: Argument of type 'Promise<AnonymizationResult>[]' is not assignable to parameter of type 'string[]'.
  Type 'Promise<AnonymizationResult>' is not assignable to type 'string'.
",2025-12-05T16:29:15.821428205Z
"src/services/anonymization.ts(615,7): error TS2322: Type 'Promise<AnonymizationResult>[]' is not assignable to type 'string[]'.
  Type 'Promise<AnonymizationResult>' is not assignable to type 'string'.
",2025-12-05T16:29:15.82144585Z
"src/services/anonymizationService.ts(70,43): error TS2551: Property 'removePI' does not exist on type 'AnonymizationService'. Did you mean 'removePII'?
",2025-12-05T16:29:15.82147991Z
"src/services/bilingualService.ts(8,3): error TS2724: '""../models/bilingualSchema""' has no exported member named 'BilingualContent'. Did you mean 'BilingualText'?
src/services/bilingualService.ts(9,3): error TS2305: Module '""../models/bilingualSchema""' has no exported member 'validateBilingualText'.
",2025-12-05T16:29:15.821521428Z
"src/services/bilingualService.ts(10,3): error TS2724: '""../models/bilingualSchema""' has no exported member named 'getBilingualText'. Did you mean 'BilingualText'?
src/services/caching-service.ts(282,41): error TS2558: Expected 0 type arguments, but got 1.
",2025-12-05T16:29:15.821562223Z
"src/services/caching-service.ts(531,19): error TS2339: Property 'totalSize' does not exist on type '{ hitCount: number; missCount: number; hitRate: number; size: number; maxSize: number; evictions: number; }'.
",2025-12-05T16:29:15.821589738Z
"src/services/caching-service.ts(752,50): error TS2339: Property 'totalSize' does not exist on type '{ hitCount: number; missCount: number; hitRate: number; size: number; maxSize: number; evictions: number; }'.
",2025-12-05T16:29:15.82159414Z
"src/services/database-migration.service.ts(4,27): error TS2307: Cannot find module './postgresql-database' or its corresponding type declarations.
src/services/database-migration.service.ts(191,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'never'.
src/services/database-optimization-integration.ts(215,9): error TS2322: Type 'Awaited<T> | null' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'Awaited<T> | null'.
",2025-12-05T16:29:15.821777355Z
"src/services/database-optimization-integration.ts(260,9): error TS2454: Variable 'data' is used before being assigned.
",2025-12-05T16:29:15.821802724Z
"src/services/emailAnalyticsService.ts(1,10): error TS2305: Module '""../models/postgresql-schema""' has no exported member 'db'.
",2025-12-05T16:29:15.821812296Z
"src/services/emailAnalyticsService.ts(126,8): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.821837843Z
"src/services/emailAnalyticsService.ts(126,13): error TS7006: Parameter 'result' implicitly has an 'any' type.
",2025-12-05T16:29:15.821843787Z
"src/services/emailAnalyticsService.ts(248,24): error TS7006: Parameter 'result' implicitly has an 'any' type.
",2025-12-05T16:29:15.821874722Z
"src/services/emailAnalyticsService.ts(343,10): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.821901287Z
"src/services/emailAnalyticsService.ts(343,15): error TS7006: Parameter 'item' implicitly has an 'any' type.
",2025-12-05T16:29:15.821909622Z
"src/services/emailAnalyticsService.ts(350,10): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.821928624Z
"src/services/emailAnalyticsService.ts(350,15): error TS7006: Parameter 'item' implicitly has an 'any' type.
",2025-12-05T16:29:15.821934869Z
"src/services/emailAnalyticsService.ts(356,45): error TS7006: Parameter 'item' implicitly has an 'any' type.
",2025-12-05T16:29:15.821953534Z
"src/services/emailAnalyticsService.ts(397,8): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.821975447Z
"src/services/emailAnalyticsService.ts(397,13): error TS7006: Parameter 'result' implicitly has an 'any' type.
",2025-12-05T16:29:15.821989766Z
"src/services/emailAnalyticsService.ts(441,8): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.822004067Z
"src/services/emailAnalyticsService.ts(441,13): error TS7006: Parameter 'result' implicitly has an 'any' type.
",2025-12-05T16:29:15.822027544Z
"src/services/emailAnalyticsService.ts(487,7): error TS2322: Type 'Record<string, { stats: EmailStats; metrics: EmailMetrics; }>' is not assignable to type 'Record<string, EmailStats & EmailMetrics>'.
  'string' index signatures are incompatible.
    Type '{ stats: EmailStats; metrics: EmailMetrics; }' is not assignable to type 'EmailStats & EmailMetrics'.
      Type '{ stats: EmailStats; metrics: EmailMetrics; }' is missing the following properties from type 'EmailStats': total, sent, delivered, opened, and 6 more.
src/services/emailValidationService.ts(1,10): error TS2305: Module '""../models/postgresql-schema""' has no exported member 'db'.
",2025-12-05T16:29:15.82206816Z
"src/services/emailValidationService.ts(21,11): error TS2564: Property 'disposableDomains' has no initializer and is not definitely assigned in the constructor.
",2025-12-05T16:29:15.822090411Z
"src/services/emailValidationService.ts(22,11): error TS2564: Property 'freeEmailProviders' has no initializer and is not definitely assigned in the constructor.
",2025-12-05T16:29:15.822114724Z
"src/services/emailValidationService.ts(23,11): error TS2564: Property 'suspiciousPatterns' has no initializer and is not definitely assigned in the constructor.
",2025-12-05T16:29:15.822119609Z
"src/services/emailValidationService.ts(457,12): error TS7006: Parameter 'acc' implicitly has an 'any' type.
",2025-12-05T16:29:15.82215541Z
"src/services/emailValidationService.ts(457,17): error TS7006: Parameter 'item' implicitly has an 'any' type.
",2025-12-05T16:29:15.822183759Z
"src/services/embeddings.ts(244,29): error TS2339: Property 'usage' does not exist on type 'Embedding'.
src/services/embeddings.ts(246,25): error TS2339: Property 'usage' does not exist on type 'Embedding'.
src/services/embeddings.ts(295,15): error TS2531: Object is possibly 'null'.
",2025-12-05T16:29:15.822243773Z
"src/services/embeddings.ts(307,33): error TS18046: 'response' is of type 'unknown'.
",2025-12-05T16:29:15.82226265Z
"src/services/embeddings.ts(308,33): error TS18046: 'response' is of type 'unknown'.
src/services/embeddings.ts(376,12): error TS2304: Cannot find name 'embeddings'.
",2025-12-05T16:29:15.822299173Z
"src/services/embeddings.ts(377,12): error TS2304: Cannot find name 'embeddings'.
src/services/embeddings.ts(386,9): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/embeddings.ts(397,17): error TS2304: Cannot find name 'embeddings'.
",2025-12-05T16:29:15.82236584Z
"src/services/embeddings.ts(405,19): error TS2304: Cannot find name 'embeddings'.
src/services/embeddings.ts(421,23): error TS2304: Cannot find name 'embeddings'.
",2025-12-05T16:29:15.822371133Z
"src/services/embeddings.ts(441,13): error TS2339: Property 'model' does not exist on type 'VectorSearchOptions'.
",2025-12-05T16:29:15.822403432Z
"src/services/embeddings.ts(459,17): error TS2304: Cannot find name 'embeddings'.
",2025-12-05T16:29:15.82240993Z
"src/services/embeddings.ts(478,7): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/embeddings.ts(491,11): error TS7022: 'embeddings' implicitly has type 'any' because it does not have a type annotation and is referenced directly or indirectly in its own initializer.
",2025-12-05T16:29:15.822454925Z
"src/services/embeddings.ts(494,16): error TS2448: Block-scoped variable 'embeddings' used before its declaration.
",2025-12-05T16:29:15.822459905Z
"src/services/embeddings.ts(612,13): error TS2531: Object is possibly 'null'.
",2025-12-05T16:29:15.822495186Z
"src/services/embeddings.ts(652,10): error TS1205: Re-exporting a type when 'isolatedModules' is enabled requires using 'export type'.
",2025-12-05T16:29:15.822500776Z
"src/services/embeddings.ts(652,10): error TS2484: Export declaration conflicts with exported declaration of 'VectorDatabase'.
src/services/enhanced-caching-service.ts(382,41): error TS2558: Expected 0 type arguments, but got 1.
",2025-12-05T16:29:15.822547706Z
"src/services/enhanced-caching-service.ts(457,23): error TS2339: Property 'tier' does not exist on type 'EnhancedCachingService'.
",2025-12-05T16:29:15.822552744Z
"src/services/enhanced-caching-service.ts(836,5): error TS2322: Type '{ type: string; description: string; impact: string; priority: string; }[]' is not assignable to type '{ type: string; description: string; impact: string; priority: ""low"" | ""medium"" | ""high""; }[]'.
  Type '{ type: string; description: string; impact: string; priority: string; }' is not assignable to type '{ type: string; description: string; impact: string; priority: ""low"" | ""medium"" | ""high""; }'.
    Types of property 'priority' are incompatible.
      Type 'string' is not assignable to type '""low"" | ""medium"" | ""high""'.
",2025-12-05T16:29:15.822593537Z
"src/services/enhanced-performance-monitoring-service.ts(364,9): error TS2740: Type '{}' is missing the following properties from type '{ timestamp: Date; value: number; }[]': length, pop, push, concat, and 29 more.
",2025-12-05T16:29:15.822623311Z
"src/services/enhanced-performance-monitoring-service.ts(511,46): error TS2339: Property 'resolved' does not exist on type 'PerformanceBottleneck'.
",2025-12-05T16:29:15.822637121Z
"src/services/enhanced-performance-monitoring-service.ts(549,16): error TS2339: Property 'timestamp' does not exist on type 'OptimizationRecommendation'.
",2025-12-05T16:29:15.822658341Z
"src/services/enhanced-performance-monitoring-service.ts(549,32): error TS2339: Property 'timestamp' does not exist on type 'OptimizationRecommendation'.
src/services/enhanced-performance-monitoring-service.ts(554,20): error TS2339: Property 'timestamp' does not exist on type 'OptimizationRecommendation'.
",2025-12-05T16:29:15.822694511Z
"src/services/enhanced-performance-monitoring-service.ts(556,18): error TS2339: Property 'timestamp' does not exist on type 'OptimizationRecommendation'.
",2025-12-05T16:29:15.822708523Z
"src/services/enhanced-performance-monitoring-service.ts(697,62): error TS2339: Property 'resolved' does not exist on type 'PerformanceBottleneck'.
src/services/enrollmentService.ts(8,3): error TS2305: Module '""../types/validation""' has no exported member 'EnrollmentFilter'.
",2025-12-05T16:29:15.822785454Z
"src/services/enrollmentService.ts(31,9): error TS2769: No overload matches this call.
  Overload 1 of 3, '(left: PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>, right: string | SQLWrapper): SQL<...>', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'string | SQLWrapper'.
  Overload 2 of 3, '(left: Aliased<number>, right: number | SQLWrapper): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'Aliased<number>'.
      Type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is missing the following properties from type 'Aliased<number>': sql, fieldAlias
  Overload 3 of 3, '(left: never, right: unknown): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'never'.
src/services/enrollmentService.ts(60,10): error TS2769: No overload matches this call.
  Overload 1 of 2, '(value: { workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }): PgInsertBase<...>', gave the following error.
    Type 'number' is not assignable to type 'string | SQL<unknown> | Placeholder<string, any>'.
  Overload 2 of 2, '(values: { workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }[]): PgInsertBase<...>', gave the following error.
    Object literal may only specify known properties, and 'id' does not exist in type '{ workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }[]'.
",2025-12-05T16:29:15.822805041Z
"src/services/enrollmentService.ts(77,8): error TS2769: No overload matches this call.
  Overload 1 of 2, '(value: { workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }): PgInsertBase<...>', gave the following error.
    Type 'number' is not assignable to type 'string | SQL<unknown> | Placeholder<string, any>'.
  Overload 2 of 2, '(values: { workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }[]): PgInsertBase<...>', gave the following error.
    Object literal may only specify known properties, and 'id' does not exist in type '{ workshopId: string | SQL<unknown> | Placeholder<string, any>; participantId: string | SQL<unknown> | Placeholder<string, any>; status?: ""cancelled"" | ... 6 more ... | undefined; ... 12 more ...; formData?: SQL<...> | ... 3 more ... | undefined; }[]'.
src/services/enrollmentService.ts(104,27): error TS2367: This comparison appears to be unintentional because the types 'string' and 'number' have no overlap.
src/services/enrollmentService.ts(190,23): error TS2769: No overload matches this call.
  Overload 1 of 3, '(left: PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>, right: string | SQLWrapper): SQL<...>', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'string | SQLWrapper'.
  Overload 2 of 3, '(left: Aliased<number>, right: number | SQLWrapper): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'Aliased<number>'.
      Type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is missing the following properties from type 'Aliased<number>': sql, fieldAlias
  Overload 3 of 3, '(left: never, right: unknown): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""participantId""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'never'.
src/services/enrollmentService.ts(218,15): error TS7053: Element implicitly has an 'any' type because expression of type 'EnrollmentFilter' can't be used to index type 'PgTable<{ name: ""enrollments""; schema: undefined; columns: { id: PgColumn<{ name: ""id""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: true; ... 6 more ...; generated: undefined; }, {}, {}>; ... 14 more ...; updatedAt: PgColumn<...>; ...'.
",2025-12-05T16:29:15.822903517Z
"src/services/enrollmentService.ts(219,16): error TS7053: Element implicitly has an 'any' type because expression of type 'EnrollmentFilter' can't be used to index type 'PgTable<{ name: ""enrollments""; schema: undefined; columns: { id: PgColumn<{ name: ""id""; tableName: ""enrollments""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: true; ... 6 more ...; generated: undefined; }, {}, {}>; ... 14 more ...; updatedAt: PgColumn<...>; ...'.
src/services/enrollmentService.ts(239,13): error TS2353: Object literal may only specify known properties, and 'title' does not exist in type '{ id?: boolean | undefined; slug?: boolean | undefined; titleI18n?: boolean | undefined; subtitleI18n?: boolean | undefined; descriptionI18n?: boolean | undefined; shortDescriptionI18n?: boolean | undefined; ... 20 more ...; deletedAt?: boolean | undefined; }'.
",2025-12-05T16:29:15.822939903Z
"src/services/enrollmentService.ts(262,31): error TS2362: The left-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
src/services/enrollmentService.ts(310,27): error TS2367: This comparison appears to be unintentional because the types 'string' and 'number' have no overlap.
",2025-12-05T16:29:15.82294815Z
